Time Deltas	Message	Detail	Time (secs)
T4	__rrcConnectionSetup	Pci292@Earfcn651	9e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372152381)	5.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000224
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000226
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 724463337503	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.055834
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	9.4e-05
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372156089)	5.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00031
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.00021
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 386855805148	1.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000376
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	0.000103
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372158431)	5.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000393
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.00021
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 91448779822	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000364
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.003899
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372162129)	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000804
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000233
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 555549943520	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.009664
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000236
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372164472)	7.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000274
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000212
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 940047962585	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.028796
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	8.9e-05
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372168372)	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000243
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000149
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 980906710049	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003235
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000392
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372170716)	8.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000239
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.0002
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 1082852216414	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.009524
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000215
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372174545)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000287
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000184
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 739066365349	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001777
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	8.1e-05
T1	__rrcConnectionRequest	Pci252@Earfcn39750 mo_Data, s-TMSI(mmec 90, m-TMSI 3372176889)	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000274
T3	______[0xB062] LTE MAC RACH attempt	Success	4.2e-05
T4	__rrcConnectionSetup	Pci252@Earfcn39750	0.000198
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 1078340903163	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003284
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000301
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 758900496338	1.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000414
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	9.2e-05
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372183154)	8.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00037
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000193
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 719189313801	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001241
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.00022
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372186989)	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000228
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000198
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 298418069101	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.009816
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000286
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372189454)	7.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000214
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000209
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 535694430943	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000323
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	7.5e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372193247)	6.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000343
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.0002
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 455309022049	2.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000585
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000109
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372195602)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000247
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000197
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372195602)	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000142
T3	______[0xB062] LTE MAC RACH attempt	Success	1.8e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	7.4e-05
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 934595405348	1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00022
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	0.004141
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 256272848558	4.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001081
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000182
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372201898)	9.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000232
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000229
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 857824926287	2.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00039
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	6.1e-05
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372205790)	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000377
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000209
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 276988582965	8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001216
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000271
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372208381)	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000345
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000223
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 341937894366	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0002
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	6.6e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3372212725)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000206
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000189
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 199862892005	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.065648
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000101
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3372215525)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000231
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000225
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 534729932456	2.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000474
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000101
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370123524)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000263
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000197
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 955934333694	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000986
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000266
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370125495)	8.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00203
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000249
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370125495)	7.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000329
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000247
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 813312502468	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000858
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000241
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370128481)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000249
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000193
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 1012579071704	6.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000884
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.001035
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370130328)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000261
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000194
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 1019929534121	2.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.019112
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-05
T4	__rrcConnectionSetup	Pci238@Earfcn651	8.2e-05
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 174677862819	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000898
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000179
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370135350)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0003
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000188
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 195950941940	4.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000867
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000152
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370138307)	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000327
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.00019
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 145042369538	2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00031
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci478@Earfcn66786	9.1e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370140227)	6.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000322
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.00019
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 595054710149	2.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000255
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.005068
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370143152)	7.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000373
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000213
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 702113183444	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003841
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000314
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370144938)	5.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000221
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000206
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 328311880020	4.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000715
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000176
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370147943)	8.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00025
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000281
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 533062310598	3.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.002886
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000255
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370149765)	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000354
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000193
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 1079679057414	2.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000371
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci238@Earfcn651	0.00415
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370152756)	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000263
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000205
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 748894497433	2.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.004399
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.00019
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370154706)	5.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00034
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000193
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 935791142044	5.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001247
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000232
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 536151462298	3.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.055083
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000111
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370159525)	7.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000358
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000217
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370159525)	8.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000213
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000194
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 634125211340	2.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000729
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000139
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370162514)	5.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000309
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000222
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 506776979573	1.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.005937
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	8.4e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370164527)	6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000334
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000194
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 332732512606	4.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001433
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000169
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370167565)	7.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000243
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000211
T1	__rrcConnectionRequest	Pci292@Earfcn651 mo_Signalling, random Value 587086069132	4.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.044428
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci292@Earfcn651	0.000212
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370169476)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000237
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000192
